epoch,train_loss,train_rmse,train_mae,val_rmse,val_mae,val_pred_mean
1,1.3804770960257604,0.8773128391979127,0.5730626583099365,0.8514932726797577,0.5632153749465942,4.603100776672363
2,0.7204190102907327,0.8150044503119724,0.5544379353523254,0.816695677637718,0.5604163408279419,4.484019756317139
3,0.665532437654642,0.7952304025781848,0.5297885537147522,0.8084237108798291,0.5430885553359985,4.49796199798584
4,0.6230832911454715,0.7748901520066244,0.513419508934021,0.8016209735326084,0.5331666469573975,4.489530086517334
5,0.618326437778962,0.7547285112251477,0.4965273439884186,0.7906911679047797,0.520365834236145,4.49105978012085
6,0.5804014137158027,0.7402636439191056,0.4871191084384918,0.7860941433133116,0.5154376029968262,4.492112159729004
7,0.5614448426625668,0.72731651640325,0.4725642502307892,0.7823625653508829,0.506338357925415,4.48659610748291
8,0.5453879986053858,0.7165116826374124,0.4673489034175873,0.7833567632728836,0.507987380027771,4.489615440368652
9,0.5280538529921801,0.7060418134388828,0.4646613597869873,0.7861707595291116,0.5116041302680969,4.449672698974609
10,0.520088812479606,0.6939585930594656,0.4523828327655792,0.7844959728071955,0.5063419938087463,4.480923652648926
11,0.5137020013271234,0.6869157996656,0.44487065076828003,0.7855173296045737,0.49985939264297485,4.47869873046875
12,0.5043457387349545,0.6768556774548017,0.43275681138038635,0.787529844899262,0.49676910042762756,4.504297256469727
13,0.49408249136729115,0.6711950631987665,0.43175727128982544,0.7881018200943706,0.4994939863681793,4.512844562530518
14,0.47625607404953396,0.6719086660777523,0.4160015881061554,0.793632041997245,0.48983415961265564,4.5674943923950195
15,0.476725982549863,0.6532136747404598,0.41374140977859497,0.78816077197312,0.4911007881164551,4.514774322509766
16,0.4622832200466058,0.6440741334074593,0.4119403660297394,0.7932529785696638,0.4980381429195404,4.506365776062012
17,0.4489800356901609,0.6377618822107161,0.4042820930480957,0.7995581613752583,0.49434393644332886,4.515592575073242
18,0.4399917293817569,0.6339185256277166,0.4018493890762329,0.8022901507845135,0.49859464168548584,4.5401105880737305
19,0.44709947399604016,0.6267603878017071,0.39850836992263794,0.8010118478120256,0.4962194561958313,4.510931015014648
20,0.4248941605671858,0.619415053911529,0.39190873503685,0.8122696550010072,0.5030383467674255,4.517359733581543
21,0.4219059760753925,0.6109500239812988,0.3931616246700287,0.8054532231814763,0.5020614862442017,4.512025356292725
22,0.41882617427752566,0.6064015985481033,0.38298243284225464,0.807859594274639,0.49583086371421814,4.531788349151611
23,0.4070465736664258,0.5998266118575653,0.375041127204895,0.8097564152048022,0.4926415979862213,4.543248176574707
24,0.39363921338166946,0.5975147653295563,0.3697030544281006,0.8139415936733603,0.4918866455554962,4.5611186027526855
25,0.39195133325381154,0.5836416661457962,0.3704976737499237,0.8134634834328038,0.4972805082798004,4.521062850952148
26,0.38961048156787187,0.5771497026097201,0.36704927682876587,0.8129787135205587,0.4970587491989136,4.532424449920654
27,0.3922637708676167,0.5749405197809025,0.3602634072303772,0.8192032716850611,0.4950135350227356,4.5343804359436035
28,0.3777606196892567,0.5669183980696739,0.35505449771881104,0.8235718054788875,0.4958741068840027,4.525516033172607
29,0.3700525348003094,0.562207145750542,0.3505527079105377,0.8326101304143773,0.49911537766456604,4.532624244689941
30,0.3653492373533738,0.5541127141584004,0.3488427996635437,0.8241547112197232,0.4961608350276947,4.5283002853393555
31,0.35943506275996184,0.5482978295172826,0.34288179874420166,0.8220029216468475,0.4950304329395294,4.530125617980957
32,0.3564940366225365,0.5481202525734697,0.3386208117008209,0.8253295789205956,0.4918504059314728,4.544954776763916
33,0.352184303295918,0.5384848443557726,0.34146711230278015,0.8341403431189414,0.50006103515625,4.520989418029785
34,0.3409073257293457,0.5338913385119141,0.3386605679988861,0.832690090036548,0.503684401512146,4.514085292816162
35,0.34279952828700727,0.5312950171302496,0.3358689248561859,0.8384551522937822,0.504992663860321,4.508484363555908
36,0.34325906519706434,0.5296108257872004,0.3277509808540344,0.8328688081811462,0.49244198203086853,4.549742698669434
37,0.3321303713780183,0.5206610935243013,0.329182505607605,0.8389420747914285,0.5041937828063965,4.523040771484375
